center_x,center_y,left_x,left_y,right_x,right_y,left_center_x,left_center_y,right_center_x,right_center_y,road_speed,rightcenter_cur,leftcenter_cur,in_bend
460.597083995514,-240.84623657215,460.828208120646,-237.103365797092,460.365959870382,-244.589107347208,460.71264605808,-238.974801184621,460.481521932948,-242.717671959679,11.1111111111111,0.00601938616671144,0.0058937757022773,1
461.096133242436,-240.87705311045,461.338660336502,-237.13490391398,460.853606148369,-244.619202306921,461.217396789469,-239.005978512215,460.974869695402,-242.748127708685,11.1111111111111,0.00612410236869335,0.00599401727867582,1
461.595086272317,-240.909390043603,461.849208947701,-237.168010396219,461.340963596934,-244.650769690986,461.722147610009,-239.038700219911,461.468024934626,-242.780079867295,11.1111111111111,0.00622879928623121,0.00609416581403082,1
462.093936688985,-240.9432730532,462.359847326419,-237.202712729813,461.828026051551,-244.683833376587,462.226892007702,-239.072992891506,461.960981370268,-242.813553214894,11.1111111111111,0.00633344179883518,0.00619421678029579,1
462.592677855676,-240.978727789946,462.870568590786,-237.23903839919,462.314787120566,-244.718417180703,462.731623223231,-239.108883094568,462.453732488121,-242.848572485325,11.1111111111111,0.00643792808371628,0.00629412444648887,1
463.091302891133,-241.015779871863,463.381365600496,-237.277014885315,462.80124018177,-244.754544858411,463.236334245815,-239.146397378589,462.946271536452,-242.885162365137,11.1111111111111,0.00654209803175428,0.00639377207637989,1
463.589804665707,-241.054454882428,463.892230952434,-237.316669663733,463.28737837898,-244.792240101123,463.74101780907,-239.18556227308,463.438591522343,-242.923347491775,11.1111111111111,0.00664574300056323,0.00649298197595931,1
464.088175797471,-241.094778368656,464.4031569763,-237.358030202539,463.773194618642,-244.831526534774,464.245666386885,-239.226404285597,463.930685208057,-242.963152451715,11.1111111111111,0.00674861505508853,0.00659152667886241,1
464.586408648358,-241.136775839111,464.91413573025,-237.401123960283,464.258681566466,-244.87242771794,464.750272189304,-239.268949899697,464.422545107412,-243.004601778525,11.1111111111111,0.00685043569582881,0.00668913944492043,1
465.084495320301,-241.180472761849,465.425158996533,-237.445978383798,464.743831644068,-244.9149671399,465.254827158417,-239.313225572824,464.914163482184,-243.047719950875,11.1111111111111,0.00695090407220415,0.00678552407556888,1
465.582427651397,-241.2258945623,465.936218277148,-237.492620905959,465.228637025647,-244.959168218642,465.759322964273,-239.35925773413,465.405532338522,-243.092531390471,11.1111111111111,0.00704970467764547,0.0068803640531386,1
466.080197212087,-241.27306662108,466.447304789499,-237.541078943366,465.713089634675,-245.005054298793,466.263751000793,-239.407072782223,465.896643423381,-243.139060459937,11.1111111111111,0.00714651452347346,0.00697333101366364,1
466.577795301343,-241.322014271728,466.958409462068,-237.59137989395,466.197181140619,-245.052648649505,466.768102381706,-239.456697082839,466.387488220981,-243.187331460617,11.1111111111111,0.00724100978939808,0.00706409256413051,1
467.075212942891,-241.372762798385,467.469522930095,-237.643551134508,466.680902955687,-245.101974462261,467.272367936493,-239.508156966446,466.878057949289,-243.237368630323,11.1111111111111,0.00733287194993364,0.0071523194554694,1
467.572440881432,-241.425337433389,467.980635531275,-237.697620018155,467.16424623159,-245.153054848623,467.776538206354,-239.561478725772,467.368343556511,-243.289196141006,11.1111111111111,0.00742179337762531,0.00723769212245189,1
468.069469578901,-241.479763354811,468.491737301458,-237.753613871701,467.647201856344,-245.205912837922,468.28060344018,-239.616688613256,467.858335717623,-243.342838096367,11.1111111111111,0.00750748242549056,0.00731990660108657,1
468.566289210734,-241.536065683906,469.002817970376,-237.811559992945,468.129760451092,-245.260571374868,468.784553590555,-239.673812838426,468.348024830913,-243.398318529387,11.1111111111111,0.00758966799224804,0.00739867983311235,1
469.062889662161,-241.5942694825,469.51386695737,-237.871485647894,468.611912366952,-245.317053317107,469.288378309765,-239.732877565197,468.837401014557,-243.455661399804,11.1111111111111,0.0076681035750156,0.00747375436603797,1
469.559260524523,-241.654399750298,470.024873367147,-237.933418067895,469.0936476819,-245.375381432702,469.792066945835,-239.793908909097,469.326454103212,-243.5148905915,11.1111111111111,0.00774257081462803,0.00754490245580692,1
470.055391091611,-241.716481422118,470.535825985544,-237.997384446683,469.574956197678,-245.435578397553,470.295608538577,-239.8569329344,469.815173644644,-243.576029909836,11.1111111111111,0.00781288253867818,0.00761192957796673,1
470.551270356024,-241.780539365048,471.046713275314,-238.063411937352,470.055827436734,-245.497666792743,470.798991815669,-239.9219756512,470.303548896379,-243.639103078895,11.1111111111111,0.00787888530729048,0.00767467735157972,1
471.046887005565,-241.846598375526,471.557523371934,-238.131527649236,470.536250639196,-245.561669101817,471.302205188749,-239.989063012381,470.791568822381,-243.704133738672,11.1111111111111,0.00794046146553613,0.00773302587901011,1
471.542229419651,-241.914683176348,472.068240050644,-238.201758073941,471.016218788658,-245.627608278755,471.805234735148,-240.058220625145,471.279224104154,-243.771145727551,11.1111111111111,0.00799753070555825,0.00778689550333256,1
472.037285742696,-241.984817876532,472.578758257761,-238.274116121415,471.495813227632,-245.695519631649,472.308022000229,-240.129466998973,471.766549485164,-243.84016875409,11.1111111111111,0.00805005113986291,0.00783624798385222,1
472.532045618813,-242.057014159648,473.088974646178,-238.348600744389,471.975116591448,-245.765427574908,472.810510132495,-240.202807452019,472.25358110513,-243.911220867278,11.1111111111111,0.00809801988574464,0.0078810870892894,1
473.026500383169,-242.131271309581,473.598876253941,-238.425210616263,472.454124512396,-245.837332002899,473.312688318555,-240.278240962922,472.740312447782,-243.98430165624,11.1111111111111,0.00814147315906328,0.00792145860717902,1
473.520641451493,-242.207588037145,474.108454228606,-238.503944407007,472.932828674379,-245.911231667283,473.814547840049,-240.355766222076,473.226735062936,-244.059409852214,11.1111111111111,0.00818048587406838,0.00795744976712519,1
474.014460244959,-242.285963017398,474.617699723345,-238.584800749716,473.411220766573,-245.987125285081,474.316079984152,-240.435381883557,473.712840505766,-244.136544151239,11.1111111111111,0.00821517074443596,0.00798918807498343,1
474.507948190337,-242.366394889667,475.126603897103,-238.667778240636,473.889292483572,-246.065011538697,474.81727604372,-240.517086565152,474.198620336955,-244.215703214182,11.1111111111111,0.0082456768793536,0.00801683955434256,1
475.001096720141,-242.448882257566,475.635157914752,-238.752875439189,474.36703552553,-246.144889075943,475.318127317447,-240.600878848377,474.684066122835,-244.296885666754,11.1111111111111,0.00827218786763927,0.00804060639120844,1
475.493897272776,-242.533423689025,476.143352947241,-238.840090867994,474.844441598311,-246.226756510056,475.818625110008,-240.68675727851,475.169169435543,-244.380090099541,11.1111111111111,0.00829491934249538,0.00806072397742568,1
